m,meant,maxt,mint,meanb,maxb,minb
132851,0.1200E-03,0.1707E-03,0.1097E-03,0.9013E+10,0.9691E+10,0.6226E+10
132901,0.1172E-03,0.1321E-03,0.1090E-03,0.9110E+10,0.9758E+10,0.8049E+10
132951,0.1346E-03,0.1755E-03,0.1118E-03,0.8066E+10,0.9512E+10,0.6061E+10
133001,0.1254E-03,0.1500E-03,0.1111E-03,0.8565E+10,0.9577E+10,0.7095E+10
133051,0.1204E-03,0.1349E-03,0.1116E-03,0.8879E+10,0.9539E+10,0.7888E+10
133101,0.1222E-03,0.1426E-03,0.1147E-03,0.8748E+10,0.9285E+10,0.7468E+10
133151,0.1202E-03,0.1364E-03,0.1113E-03,0.8886E+10,0.9567E+10,0.7811E+10
133201,0.1226E-03,0.1366E-03,0.1152E-03,0.8729E+10,0.9254E+10,0.7800E+10
133251,0.1177E-03,0.1423E-03,0.1097E-03,0.9106E+10,0.9720E+10,0.7489E+10
133301,0.1135E-03,0.1302E-03,0.1087E-03,0.9422E+10,0.9809E+10,0.8192E+10
133351,0.1113E-03,0.1206E-03,0.1087E-03,0.9592E+10,0.9813E+10,0.8843E+10
133401,0.1157E-03,0.1290E-03,0.1087E-03,0.9262E+10,0.9816E+10,0.8274E+10
133451,0.1240E-03,0.1490E-03,0.1104E-03,0.8673E+10,0.9671E+10,0.7165E+10
133501,0.1191E-03,0.1371E-03,0.1106E-03,0.8993E+10,0.9654E+10,0.7791E+10
133551,0.1124E-03,0.1249E-03,0.1092E-03,0.9517E+10,0.9784E+10,0.8552E+10
133601,0.1323E-03,0.1755E-03,0.1111E-03,0.8253E+10,0.9620E+10,0.6091E+10
133651,0.1203E-03,0.1433E-03,0.1116E-03,0.8938E+10,0.9582E+10,0.7462E+10
133701,0.1280E-03,0.1554E-03,0.1128E-03,0.8447E+10,0.9485E+10,0.6881E+10
133751,0.1267E-03,0.1442E-03,0.1144E-03,0.8490E+10,0.9350E+10,0.7418E+10
133801,0.1194E-03,0.1409E-03,0.1118E-03,0.9017E+10,0.9573E+10,0.7597E+10
133851,0.1261E-03,0.1631E-03,0.1121E-03,0.8622E+10,0.9556E+10,0.6566E+10
133901,0.1204E-03,0.1371E-03,0.1135E-03,0.8934E+10,0.9439E+10,0.7814E+10
133951,0.1161E-03,0.1349E-03,0.1106E-03,0.9265E+10,0.9687E+10,0.7941E+10
134001,0.1121E-03,0.1206E-03,0.1097E-03,0.9572E+10,0.9775E+10,0.8886E+10
134051,0.1121E-03,0.1297E-03,0.1094E-03,0.9592E+10,0.9800E+10,0.8268E+10
134101,0.1196E-03,0.1373E-03,0.1135E-03,0.8999E+10,0.9453E+10,0.7812E+10
134151,0.1217E-03,0.1378E-03,0.1156E-03,0.8850E+10,0.9281E+10,0.7788E+10
134201,0.1131E-03,0.1271E-03,0.1094E-03,0.9513E+10,0.9811E+10,0.8448E+10
134251,0.1230E-03,0.1347E-03,0.1147E-03,0.8753E+10,0.9365E+10,0.7973E+10
134301,0.1240E-03,0.1297E-03,0.1171E-03,0.8676E+10,0.9178E+10,0.8284E+10
134351,0.1224E-03,0.1323E-03,0.1156E-03,0.8802E+10,0.9295E+10,0.8123E+10
134401,0.1252E-03,0.1485E-03,0.1144E-03,0.8643E+10,0.9395E+10,0.7239E+10
134451,0.1217E-03,0.1476E-03,0.1123E-03,0.8924E+10,0.9578E+10,0.7288E+10
134501,0.1430E-03,0.1714E-03,0.1173E-03,0.7613E+10,0.9173E+10,0.6277E+10
134551,0.1232E-03,0.1633E-03,0.1154E-03,0.8823E+10,0.9328E+10,0.6591E+10
134601,0.1302E-03,0.1373E-03,0.1242E-03,0.8276E+10,0.8669E+10,0.7841E+10
134651,0.1275E-03,0.1409E-03,0.1168E-03,0.8469E+10,0.9221E+10,0.7645E+10
134701,0.1205E-03,0.1378E-03,0.1128E-03,0.8985E+10,0.9556E+10,0.7820E+10
134751,0.1366E-03,0.1729E-03,0.1242E-03,0.7954E+10,0.8678E+10,0.6237E+10
134801,0.1359E-03,0.1855E-03,0.1247E-03,0.8031E+10,0.8649E+10,0.5814E+10
134851,0.1301E-03,0.1721E-03,0.1175E-03,0.8403E+10,0.9178E+10,0.6267E+10
134901,0.1369E-03,0.1535E-03,0.1228E-03,0.7912E+10,0.8789E+10,0.7029E+10
134951,0.1258E-03,0.1407E-03,0.1221E-03,0.8598E+10,0.8844E+10,0.7675E+10
135001,0.1302E-03,0.1464E-03,0.1149E-03,0.8339E+10,0.9398E+10,0.7378E+10
135051,0.1342E-03,0.1738E-03,0.1125E-03,0.8229E+10,0.9601E+10,0.6216E+10
135101,0.1294E-03,0.1822E-03,0.1144E-03,0.8527E+10,0.9444E+10,0.5934E+10
135151,0.1294E-03,0.1774E-03,0.1142E-03,0.8585E+10,0.9467E+10,0.6095E+10
135201,0.1287E-03,0.1910E-03,0.1118E-03,0.8696E+10,0.9673E+10,0.5664E+10
135251,0.1169E-03,0.1426E-03,0.1111E-03,0.9311E+10,0.9739E+10,0.7589E+10
135301,0.1172E-03,0.1276E-03,0.1113E-03,0.9257E+10,0.9722E+10,0.8486E+10
135351,0.1196E-03,0.1328E-03,0.1137E-03,0.9076E+10,0.9521E+10,0.8154E+10
135401,0.1255E-03,0.1540E-03,0.1125E-03,0.8730E+10,0.9626E+10,0.7033E+10
135451,0.1232E-03,0.1605E-03,0.1121E-03,0.8891E+10,0.9670E+10,0.6753E+10
135501,0.1405E-03,0.1605E-03,0.1259E-03,0.7750E+10,0.8611E+10,0.6756E+10
135551,0.1304E-03,0.1721E-03,0.1230E-03,0.8396E+10,0.8815E+10,0.6300E+10
135601,0.1297E-03,0.1400E-03,0.1163E-03,0.8392E+10,0.9324E+10,0.7751E+10
135651,0.1281E-03,0.1509E-03,0.1159E-03,0.8526E+10,0.9366E+10,0.7191E+10
135701,0.1243E-03,0.1376E-03,0.1168E-03,0.8752E+10,0.9293E+10,0.7891E+10
135751,0.1321E-03,0.1783E-03,0.1171E-03,0.8421E+10,0.9277E+10,0.6090E+10
135801,0.1201E-03,0.1507E-03,0.1116E-03,0.9126E+10,0.9737E+10,0.7210E+10
135851,0.1158E-03,0.1326E-03,0.1111E-03,0.9423E+10,0.9782E+10,0.8199E+10
135901,0.1148E-03,0.1283E-03,0.1113E-03,0.9488E+10,0.9765E+10,0.8476E+10
135951,0.1190E-03,0.1304E-03,0.1118E-03,0.9168E+10,0.9727E+10,0.8340E+10
136001,0.1190E-03,0.1295E-03,0.1140E-03,0.9158E+10,0.9547E+10,0.8404E+10
136051,0.1237E-03,0.1476E-03,0.1125E-03,0.8880E+10,0.9672E+10,0.7375E+10
136101,0.1262E-03,0.1493E-03,0.1130E-03,0.8704E+10,0.9635E+10,0.7295E+10
136151,0.1412E-03,0.2048E-03,0.1209E-03,0.7936E+10,0.9011E+10,0.5318E+10
136201,0.1335E-03,0.1512E-03,0.1171E-03,0.8231E+10,0.9308E+10,0.7208E+10
136251,0.1249E-03,0.1426E-03,0.1154E-03,0.8774E+10,0.9446E+10,0.7645E+10
136301,0.1314E-03,0.1531E-03,0.1149E-03,0.8336E+10,0.9489E+10,0.7124E+10
136351,0.1280E-03,0.1435E-03,0.1175E-03,0.8549E+10,0.9280E+10,0.7600E+10
136401,0.1255E-03,0.1566E-03,0.1144E-03,0.8765E+10,0.9535E+10,0.6966E+10
136451,0.1202E-03,0.1512E-03,0.1128E-03,0.9148E+10,0.9680E+10,0.7222E+10
136501,0.1166E-03,0.1328E-03,0.1116E-03,0.9397E+10,0.9787E+10,0.8223E+10
136551,0.1144E-03,0.1292E-03,0.1113E-03,0.9564E+10,0.9811E+10,0.8454E+10
136601,0.1189E-03,0.1304E-03,0.1125E-03,0.9209E+10,0.9711E+10,0.8379E+10
136651,0.1233E-03,0.1373E-03,0.1171E-03,0.8894E+10,0.9339E+10,0.7960E+10
136701,0.1233E-03,0.1609E-03,0.1123E-03,0.9009E+10,0.9739E+10,0.6795E+10
136751,0.1395E-03,0.1647E-03,0.1178E-03,0.7940E+10,0.9289E+10,0.6641E+10
136801,0.1263E-03,0.1328E-03,0.1175E-03,0.8677E+10,0.9311E+10,0.8241E+10
136851,0.1306E-03,0.1359E-03,0.1209E-03,0.8392E+10,0.9057E+10,0.8056E+10
136901,0.1329E-03,0.1557E-03,0.1168E-03,0.8313E+10,0.9375E+10,0.7035E+10
136951,0.1248E-03,0.1502E-03,0.1142E-03,0.8871E+10,0.9594E+10,0.7294E+10
137001,0.1381E-03,0.1972E-03,0.1185E-03,0.8224E+10,0.9249E+10,0.5559E+10
137051,0.1296E-03,0.1771E-03,0.1180E-03,0.8590E+10,0.9290E+10,0.6189E+10
137101,0.1191E-03,0.1478E-03,0.1130E-03,0.9263E+10,0.9705E+10,0.7420E+10
137151,0.1359E-03,0.1531E-03,0.1268E-03,0.8098E+10,0.8650E+10,0.7168E+10
137201,0.1274E-03,0.1533E-03,0.1163E-03,0.8662E+10,0.9434E+10,0.7160E+10
137251,0.1333E-03,0.1476E-03,0.1209E-03,0.8297E+10,0.9084E+10,0.7440E+10
137301,0.1387E-03,0.1938E-03,0.1149E-03,0.8156E+10,0.9558E+10,0.5667E+10
137351,0.1527E-03,0.1986E-03,0.1156E-03,0.7456E+10,0.9503E+10,0.5533E+10
137401,0.1327E-03,0.1576E-03,0.1163E-03,0.8344E+10,0.9448E+10,0.6975E+10
137451,0.1324E-03,0.1414E-03,0.1190E-03,0.8331E+10,0.9243E+10,0.7778E+10
137501,0.1217E-03,0.1326E-03,0.1159E-03,0.9063E+10,0.9493E+10,0.8298E+10
137551,0.1282E-03,0.1543E-03,0.1156E-03,0.8668E+10,0.9516E+10,0.7134E+10
137601,0.1284E-03,0.1702E-03,0.1161E-03,0.8691E+10,0.9481E+10,0.6467E+10
137651,0.1245E-03,0.1597E-03,0.1168E-03,0.8931E+10,0.9426E+10,0.6894E+10
137701,0.1207E-03,0.1459E-03,0.1144E-03,0.9177E+10,0.9626E+10,0.7550E+10
137751,0.1248E-03,0.1512E-03,0.1128E-03,0.8922E+10,0.9772E+10,0.7290E+10
137801,0.1182E-03,0.1502E-03,0.1128E-03,0.9390E+10,0.9776E+10,0.7339E+10
137851,0.1229E-03,0.1428E-03,0.1166E-03,0.9010E+10,0.9459E+10,0.7722E+10
137901,0.1254E-03,0.1466E-03,0.1175E-03,0.8854E+10,0.9386E+10,0.7524E+10
137951,0.1186E-03,0.1411E-03,0.1128E-03,0.9352E+10,0.9786E+10,0.7819E+10
138001,0.1288E-03,0.1776E-03,0.1168E-03,0.8686E+10,0.9450E+10,0.6215E+10
138051,0.1252E-03,0.1349E-03,0.1214E-03,0.8829E+10,0.9101E+10,0.8184E+10
138101,0.1351E-03,0.1562E-03,0.1197E-03,0.8232E+10,0.9231E+10,0.7075E+10
138151,0.1262E-03,0.1409E-03,0.1173E-03,0.8791E+10,0.9422E+10,0.7844E+10
138201,0.1286E-03,0.1483E-03,0.1159E-03,0.8678E+10,0.9542E+10,0.7455E+10
138251,0.1173E-03,0.1271E-03,0.1135E-03,0.9441E+10,0.9746E+10,0.8703E+10
138301,0.1180E-03,0.1330E-03,0.1140E-03,0.9397E+10,0.9708E+10,0.8317E+10
138351,0.1168E-03,0.1240E-03,0.1140E-03,0.9489E+10,0.9712E+10,0.8927E+10
138401,0.1170E-03,0.1237E-03,0.1140E-03,0.9468E+10,0.9715E+10,0.8948E+10
138451,0.1168E-03,0.1285E-03,0.1137E-03,0.9491E+10,0.9739E+10,0.8619E+10
138501,0.1293E-03,0.1519E-03,0.1178E-03,0.8640E+10,0.9408E+10,0.7296E+10
138551,0.1197E-03,0.1333E-03,0.1144E-03,0.9287E+10,0.9685E+10,0.8317E+10
138601,0.1206E-03,0.1400E-03,0.1163E-03,0.9224E+10,0.9530E+10,0.7923E+10
138651,0.1312E-03,0.1543E-03,0.1159E-03,0.8551E+10,0.9573E+10,0.7191E+10
138701,0.1389E-03,0.1833E-03,0.1199E-03,0.8151E+10,0.9253E+10,0.6052E+10
138751,0.1844E-03,0.2482E-03,0.1531E-03,0.6135E+10,0.7252E+10,0.4472E+10
138801,0.1337E-03,0.1564E-03,0.1228E-03,0.8367E+10,0.9043E+10,0.7100E+10
138851,0.1203E-03,0.1371E-03,0.1149E-03,0.9262E+10,0.9666E+10,0.8103E+10
138901,0.1264E-03,0.1485E-03,0.1168E-03,0.8845E+10,0.9512E+10,0.7481E+10
138951,0.1246E-03,0.1576E-03,0.1144E-03,0.9040E+10,0.9713E+10,0.7054E+10
139001,0.1215E-03,0.1435E-03,0.1156E-03,0.9204E+10,0.9617E+10,0.7748E+10
139051,0.1198E-03,0.1376E-03,0.1149E-03,0.9312E+10,0.9680E+10,0.8086E+10
139101,0.1223E-03,0.1314E-03,0.1180E-03,0.9115E+10,0.9429E+10,0.8471E+10
139151,0.1246E-03,0.1388E-03,0.1175E-03,0.8973E+10,0.9471E+10,0.8023E+10
139201,0.1193E-03,0.1328E-03,0.1159E-03,0.9347E+10,0.9611E+10,0.8386E+10
139251,0.1244E-03,0.1359E-03,0.1202E-03,0.8971E+10,0.9271E+10,0.8197E+10
139301,0.1329E-03,0.1662E-03,0.1218E-03,0.8456E+10,0.9147E+10,0.6706E+10
139351,0.1407E-03,0.1669E-03,0.1216E-03,0.7970E+10,0.9168E+10,0.6680E+10
139401,0.1326E-03,0.1516E-03,0.1199E-03,0.8452E+10,0.9299E+10,0.7355E+10
139451,0.1220E-03,0.1421E-03,0.1168E-03,0.9175E+10,0.9549E+10,0.7851E+10
139501,0.1248E-03,0.1457E-03,0.1180E-03,0.8972E+10,0.9456E+10,0.7661E+10
139551,0.1191E-03,0.1233E-03,0.1163E-03,0.9379E+10,0.9595E+10,0.9057E+10
139601,0.1182E-03,0.1273E-03,0.1152E-03,0.9456E+10,0.9698E+10,0.8772E+10
139651,0.1167E-03,0.1192E-03,0.1156E-03,0.9574E+10,0.9662E+10,0.9372E+10
139701,0.1196E-03,0.1287E-03,0.1161E-03,0.9351E+10,0.9625E+10,0.8681E+10
139751,0.1396E-03,0.1745E-03,0.1171E-03,0.8119E+10,0.9550E+10,0.6406E+10
139801,0.1231E-03,0.1264E-03,0.1214E-03,0.9086E+10,0.9216E+10,0.8851E+10
139851,0.1240E-03,0.1402E-03,0.1159E-03,0.9060E+10,0.9656E+10,0.7981E+10
139901,0.1395E-03,0.1621E-03,0.1192E-03,0.8106E+10,0.9389E+10,0.6903E+10
139951,0.1391E-03,0.2053E-03,0.1221E-03,0.8251E+10,0.9172E+10,0.5454E+10
140001,0.1375E-03,0.1817E-03,0.1202E-03,0.8265E+10,0.9321E+10,0.6165E+10
140051,0.1344E-03,0.1473E-03,0.1225E-03,0.8351E+10,0.9143E+10,0.7604E+10
140101,0.1270E-03,0.1440E-03,0.1178E-03,0.8862E+10,0.9516E+10,0.7783E+10
140151,0.1539E-03,0.1869E-03,0.1183E-03,0.7414E+10,0.9481E+10,0.5998E+10
140201,0.1509E-03,0.1833E-03,0.1180E-03,0.7641E+10,0.9504E+10,0.6118E+10
140251,0.1476E-03,0.1619E-03,0.1171E-03,0.7701E+10,0.9585E+10,0.6931E+10
140301,0.1509E-03,0.1678E-03,0.1168E-03,0.7506E+10,0.9608E+10,0.6687E+10
140351,0.1571E-03,0.1819E-03,0.1273E-03,0.7243E+10,0.8819E+10,0.6172E+10
140401,0.1278E-03,0.1643E-03,0.1180E-03,0.8880E+10,0.9517E+10,0.6838E+10
140451,0.1319E-03,0.1523E-03,0.1202E-03,0.8572E+10,0.9351E+10,0.7375E+10
140501,0.1261E-03,0.1423E-03,0.1199E-03,0.8943E+10,0.9373E+10,0.7897E+10
140551,0.1430E-03,0.1912E-03,0.1192E-03,0.7989E+10,0.9432E+10,0.5880E+10
140601,0.1261E-03,0.1490E-03,0.1192E-03,0.8971E+10,0.9436E+10,0.7548E+10
140651,0.1274E-03,0.1426E-03,0.1197E-03,0.8858E+10,0.9401E+10,0.7892E+10
140701,0.1192E-03,0.1259E-03,0.1171E-03,0.9450E+10,0.9615E+10,0.8942E+10
140751,0.1208E-03,0.1259E-03,0.1178E-03,0.9325E+10,0.9560E+10,0.8945E+10
140801,0.1192E-03,0.1247E-03,0.1166E-03,0.9455E+10,0.9662E+10,0.9033E+10
140851,0.1191E-03,0.1254E-03,0.1166E-03,0.9466E+10,0.9665E+10,0.8985E+10
140901,0.1239E-03,0.1426E-03,0.1171E-03,0.9133E+10,0.9629E+10,0.7906E+10
140951,0.1590E-03,0.2146E-03,0.1218E-03,0.7391E+10,0.9255E+10,0.5255E+10
141001,0.1231E-03,0.1440E-03,0.1168E-03,0.9207E+10,0.9656E+10,0.7833E+10
141051,0.1326E-03,0.1435E-03,0.1180E-03,0.8555E+10,0.9561E+10,0.7862E+10
141101,0.1321E-03,0.1616E-03,0.1209E-03,0.8612E+10,0.9338E+10,0.6983E+10
141151,0.1397E-03,0.1693E-03,0.1268E-03,0.8164E+10,0.8903E+10,0.6671E+10
141201,0.1285E-03,0.1533E-03,0.1225E-03,0.8828E+10,0.9218E+10,0.7368E+10
141251,0.1304E-03,0.1473E-03,0.1209E-03,0.8718E+10,0.9348E+10,0.7669E+10
141301,0.1308E-03,0.1645E-03,0.1185E-03,0.8763E+10,0.9540E+10,0.6871E+10
141351,0.1214E-03,0.1421E-03,0.1166E-03,0.9356E+10,0.9699E+10,0.7958E+10
141401,0.1233E-03,0.1411E-03,0.1175E-03,0.9200E+10,0.9624E+10,0.8015E+10
141451,0.1242E-03,0.1533E-03,0.1178E-03,0.9162E+10,0.9608E+10,0.7382E+10
141501,0.1217E-03,0.1469E-03,0.1161E-03,0.9343E+10,0.9749E+10,0.7708E+10
141551,0.1333E-03,0.1500E-03,0.1209E-03,0.8546E+10,0.9368E+10,0.7551E+10
141601,0.1269E-03,0.1521E-03,0.1199E-03,0.8980E+10,0.9446E+10,0.7447E+10
141651,0.1291E-03,0.1595E-03,0.1175E-03,0.8871E+10,0.9641E+10,0.7105E+10
141701,0.1385E-03,0.1504E-03,0.1225E-03,0.8229E+10,0.9250E+10,0.7535E+10
141751,0.1310E-03,0.1433E-03,0.1223E-03,0.8681E+10,0.9272E+10,0.7914E+10
141801,0.1343E-03,0.1521E-03,0.1214E-03,0.8517E+10,0.9348E+10,0.7458E+10
141851,0.1371E-03,0.1609E-03,0.1242E-03,0.8343E+10,0.9136E+10,0.7051E+10
141901,0.1309E-03,0.1535E-03,0.1178E-03,0.8746E+10,0.9638E+10,0.7393E+10
141951,0.1213E-03,0.1304E-03,0.1175E-03,0.9369E+10,0.9661E+10,0.8708E+10
142001,0.1232E-03,0.1323E-03,0.1185E-03,0.9233E+10,0.9587E+10,0.8585E+10
142051,0.1204E-03,0.1323E-03,0.1173E-03,0.9447E+10,0.9688E+10,0.8588E+10
142101,0.1197E-03,0.1276E-03,0.1175E-03,0.9503E+10,0.9672E+10,0.8912E+10
142151,0.1200E-03,0.1264E-03,0.1171E-03,0.9484E+10,0.9714E+10,0.9000E+10
142201,0.1316E-03,0.1459E-03,0.1218E-03,0.8683E+10,0.9338E+10,0.7797E+10
142251,0.1551E-03,0.1781E-03,0.1457E-03,0.7362E+10,0.7812E+10,0.6390E+10
142301,0.1674E-03,0.2077E-03,0.1295E-03,0.6913E+10,0.8793E+10,0.5482E+10
142351,0.1434E-03,0.1621E-03,0.1295E-03,0.7985E+10,0.8797E+10,0.7024E+10
142401,0.1330E-03,0.1402E-03,0.1299E-03,0.8570E+10,0.8767E+10,0.8126E+10
142451,0.1530E-03,0.1647E-03,0.1392E-03,0.7464E+10,0.8185E+10,0.6917E+10
142501,0.1528E-03,0.1886E-03,0.1266E-03,0.7541E+10,0.9005E+10,0.6045E+10
142551,0.1701E-03,0.1984E-03,0.1314E-03,0.6824E+10,0.8681E+10,0.5749E+10
142601,0.1408E-03,0.1953E-03,0.1197E-03,0.8333E+10,0.9532E+10,0.5842E+10
142651,0.1216E-03,0.1428E-03,0.1175E-03,0.9414E+10,0.9709E+10,0.7991E+10
142701,0.1349E-03,0.1540E-03,0.1206E-03,0.8509E+10,0.9463E+10,0.7412E+10
142751,0.1321E-03,0.1538E-03,0.1209E-03,0.8698E+10,0.9448E+10,0.7426E+10
142801,0.1256E-03,0.1509E-03,0.1183E-03,0.9143E+10,0.9660E+10,0.7570E+10
142851,0.1473E-03,0.1826E-03,0.1218E-03,0.7904E+10,0.9380E+10,0.6258E+10
142901,0.1499E-03,0.2022E-03,0.1290E-03,0.7737E+10,0.8863E+10,0.5654E+10
142951,0.1384E-03,0.1578E-03,0.1335E-03,0.8282E+10,0.8565E+10,0.7246E+10
143001,0.1446E-03,0.1724E-03,0.1230E-03,0.7985E+10,0.9299E+10,0.6637E+10
143051,0.1549E-03,0.2041E-03,0.1280E-03,0.7546E+10,0.8939E+10,0.5607E+10
143101,0.1405E-03,0.1824E-03,0.1237E-03,0.8271E+10,0.9252E+10,0.6277E+10
143151,0.1337E-03,0.1554E-03,0.1211E-03,0.8628E+10,0.9455E+10,0.7367E+10
143201,0.1222E-03,0.1359E-03,0.1183E-03,0.9398E+10,0.9688E+10,0.8430E+10
143251,0.1208E-03,0.1295E-03,0.1175E-03,0.9501E+10,0.9750E+10,0.8852E+10
143301,0.1335E-03,0.1423E-03,0.1249E-03,0.8599E+10,0.9176E+10,0.8054E+10
143351,0.1305E-03,0.1588E-03,0.1223E-03,0.8832E+10,0.9376E+10,0.7222E+10
143401,0.1276E-03,0.1543E-03,0.1183E-03,0.9059E+10,0.9701E+10,0.7437E+10
143451,0.1400E-03,0.1898E-03,0.1202E-03,0.8332E+10,0.9550E+10,0.6047E+10
143501,0.1503E-03,0.2036E-03,0.1218E-03,0.7923E+10,0.9423E+10,0.5638E+10
143551,0.1460E-03,0.1795E-03,0.1223E-03,0.7988E+10,0.9389E+10,0.6397E+10
143601,0.1487E-03,0.1683E-03,0.1323E-03,0.7766E+10,0.8682E+10,0.6825E+10
143651,0.1408E-03,0.1612E-03,0.1259E-03,0.8202E+10,0.9129E+10,0.7130E+10
143701,0.1354E-03,0.1695E-03,0.1221E-03,0.8580E+10,0.9418E+10,0.6782E+10
143751,0.1292E-03,0.1593E-03,0.1197E-03,0.8971E+10,0.9609E+10,0.7221E+10
143801,0.1307E-03,0.1743E-03,0.1192E-03,0.8922E+10,0.9650E+10,0.6601E+10
143851,0.1223E-03,0.1409E-03,0.1180E-03,0.9438E+10,0.9751E+10,0.8167E+10
143901,0.1349E-03,0.1457E-03,0.1221E-03,0.8557E+10,0.9431E+10,0.7903E+10
143951,0.1327E-03,0.1462E-03,0.1245E-03,0.8710E+10,0.9253E+10,0.7880E+10
144001,0.1289E-03,0.1531E-03,0.1192E-03,0.9002E+10,0.9664E+10,0.7526E+10
144051,0.1456E-03,0.1700E-03,0.1311E-03,0.7965E+10,0.8788E+10,0.6779E+10
144101,0.1435E-03,0.1855E-03,0.1240E-03,0.8141E+10,0.9299E+10,0.6215E+10
144151,0.1329E-03,0.1459E-03,0.1223E-03,0.8717E+10,0.9429E+10,0.7903E+10
144201,0.1371E-03,0.1554E-03,0.1211E-03,0.8465E+10,0.9525E+10,0.7421E+10
144251,0.1684E-03,0.2108E-03,0.1357E-03,0.6959E+10,0.8507E+10,0.5475E+10
144301,0.1379E-03,0.1721E-03,0.1261E-03,0.8450E+10,0.9153E+10,0.6706E+10
144351,0.1298E-03,0.1607E-03,0.1209E-03,0.8967E+10,0.9553E+10,0.7186E+10
144401,0.1217E-03,0.1292E-03,0.1187E-03,0.9505E+10,0.9730E+10,0.8940E+10
144451,0.1241E-03,0.1392E-03,0.1192E-03,0.9337E+10,0.9694E+10,0.8300E+10
144501,0.1245E-03,0.1495E-03,0.1192E-03,0.9333E+10,0.9697E+10,0.7733E+10
144551,0.1227E-03,0.1423E-03,0.1190E-03,0.9449E+10,0.9720E+10,0.8125E+10
144601,0.1251E-03,0.1411E-03,0.1187E-03,0.9280E+10,0.9743E+10,0.8196E+10
144651,0.1484E-03,0.1791E-03,0.1340E-03,0.7886E+10,0.8636E+10,0.6463E+10
144701,0.1333E-03,0.1411E-03,0.1304E-03,0.8692E+10,0.8876E+10,0.8202E+10
144751,0.1426E-03,0.1686E-03,0.1235E-03,0.8184E+10,0.9377E+10,0.6870E+10
144801,0.1667E-03,0.2618E-03,0.1261E-03,0.7314E+10,0.9185E+10,0.4425E+10
144851,0.1521E-03,0.1945E-03,0.1369E-03,0.7723E+10,0.8468E+10,0.5956E+10
144901,0.1477E-03,0.2258E-03,0.1223E-03,0.8059E+10,0.9478E+10,0.5134E+10
144951,0.1399E-03,0.1788E-03,0.1199E-03,0.8477E+10,0.9669E+10,0.6485E+10
145001,0.1220E-03,0.1287E-03,0.1197E-03,0.9516E+10,0.9692E+10,0.9010E+10
145051,0.1241E-03,0.1307E-03,0.1204E-03,0.9357E+10,0.9638E+10,0.8882E+10
145101,0.1223E-03,0.1409E-03,0.1185E-03,0.9518E+10,0.9796E+10,0.8238E+10
145151,0.1245E-03,0.1390E-03,0.1194E-03,0.9348E+10,0.9721E+10,0.8354E+10
145201,0.1374E-03,0.1812E-03,0.1242E-03,0.8548E+10,0.9352E+10,0.6411E+10
145251,0.1312E-03,0.1500E-03,0.1240E-03,0.8896E+10,0.9373E+10,0.7749E+10
145301,0.1454E-03,0.1638E-03,0.1259E-03,0.8051E+10,0.9234E+10,0.7097E+10
145351,0.1461E-03,0.1643E-03,0.1316E-03,0.8011E+10,0.8835E+10,0.7079E+10
145401,0.1347E-03,0.1428E-03,0.1252E-03,0.8648E+10,0.9293E+10,0.8145E+10
145451,0.1391E-03,0.2027E-03,0.1271E-03,0.8512E+10,0.9157E+10,0.5742E+10
145501,0.1309E-03,0.1669E-03,0.1211E-03,0.8964E+10,0.9611E+10,0.6975E+10
145551,0.1237E-03,0.1490E-03,0.1197E-03,0.9449E+10,0.9729E+10,0.7814E+10
145601,0.1270E-03,0.1543E-03,0.1197E-03,0.9238E+10,0.9732E+10,0.7551E+10
145651,0.1343E-03,0.1514E-03,0.1242E-03,0.8706E+10,0.9380E+10,0.7696E+10
145701,0.1238E-03,0.1395E-03,0.1202E-03,0.9435E+10,0.9700E+10,0.8357E+10
145751,0.1225E-03,0.1342E-03,0.1197E-03,0.9527E+10,0.9742E+10,0.8687E+10
145801,0.1347E-03,0.1490E-03,0.1240E-03,0.8691E+10,0.9408E+10,0.7828E+10
145851,0.1308E-03,0.1571E-03,0.1230E-03,0.8973E+10,0.9484E+10,0.7426E+10
145901,0.1456E-03,0.1633E-03,0.1271E-03,0.8067E+10,0.9185E+10,0.7147E+10
145951,0.1423E-03,0.1514E-03,0.1311E-03,0.8222E+10,0.8904E+10,0.7712E+10
146001,0.1384E-03,0.1807E-03,0.1273E-03,0.8543E+10,0.9174E+10,0.6463E+10
146051,0.1400E-03,0.1872E-03,0.1237E-03,0.8537E+10,0.9443E+10,0.6243E+10
146101,0.1329E-03,0.1659E-03,0.1216E-03,0.8905E+10,0.9612E+10,0.7044E+10
146151,0.1266E-03,0.1478E-03,0.1209E-03,0.9271E+10,0.9673E+10,0.7910E+10
146201,0.1244E-03,0.1388E-03,0.1202E-03,0.9429E+10,0.9734E+10,0.8429E+10
146251,0.1285E-03,0.1369E-03,0.1218E-03,0.9118E+10,0.9603E+10,0.8549E+10
146301,0.1245E-03,0.1385E-03,0.1206E-03,0.9425E+10,0.9702E+10,0.8449E+10
146351,0.1236E-03,0.1359E-03,0.1206E-03,0.9484E+10,0.9705E+10,0.8615E+10
146401,0.1312E-03,0.1438E-03,0.1209E-03,0.8956E+10,0.9689E+10,0.8147E+10
146451,0.1372E-03,0.1631E-03,0.1252E-03,0.8593E+10,0.9360E+10,0.7184E+10
146501,0.1489E-03,0.1681E-03,0.1283E-03,0.7935E+10,0.9137E+10,0.6973E+10
